text,label,
i deposited some cash but it hasnt shown up in my account yet whats going on,6,
i havent received my card and am worried it is lost,11,
how do i know where my money comes from,70,
why am i charged a fee for withdrawing cash,19,
i made a cash deposit a few days ago and its still not reflected in my account do you know what might have happened,6,
is there a charge for sending out more cards,39,
the exchange rate is incorrect for my cash withdrawal transaction,76,
can you assist me in activating my card,0,
i was not distributed all of cash that i requested,75,
the atm wouldnt let me withdraw cash,26,
hi i lost my phone yesterday what can i do to stop someone using my account on it,42,
i havent used my card all day but there is a payment showing in the app please cancel it,28,
i topped up but the app denied it,59,
is there a reason theres an extra fee on my statement,34,
in my app a direct debit payment i didnt do shows in my app,28,
is there a problem with your system being down or something i have already tried 5 times to issue a standard transfer but im getting nowhere,35,
the amount of cash i received did not match the amount i requested,75,
hello i just checked my card transactions and saw that i was charged twice for a restaurant visit i did earlier this week is it possible to remove one of them and get my false paid money pack,63,
where can i do a cash withdrawal,3,
i tried using a foreign currency at an atm but the atm provided me an incorrect rate why is that,76,
i transferred some money to my mom 2 days ago and she has not received it i double checked the information and it looks right can you help me,66,
do physical cards cost money,43,
if i order a card when does it arrive,12,
why do my transfers keep failing,35,
my card gets rejected when i try to use it,14,
what countries do your services support,24,
why cant i transfer money to a beneficiary,7,
how do i activate and link my new card,13,
why did the atm cancel my transaction,26,
